Date,AMZN,AAPL
2017-10-31,55.264,39.667976
2017-11-01,55.183997999999995,39.163447999999995
2017-11-02,54.710999,39.449753
2017-11-03,55.580002,40.479931
2017-11-06,56.033001,40.890602
2017-11-07,56.158501,41.022022
2017-11-08,56.644001,41.35759
2017-11-09,56.456501,41.273106
2017-11-10,56.267502,41.136505
2017-11-13,56.4585,40.971649
2017-11-14,56.841999,40.352261
2017-11-15,56.334499,39.820011
2017-11-16,56.864498,40.295742
2017-11-17,56.493999,40.072014
2017-11-20,56.315498,40.031975
2017-11-21,56.974499,40.776188
2017-11-22,57.807999,41.204815
2017-11-24,59.299999,41.207161
2017-11-27,59.7915,40.999912
2017-11-28,59.68,40.759701
2017-11-29,58.063499,39.914219
2017-11-30,58.837502,40.47237
2017-12-01,58.1175,40.283966
2017-12-04,56.697497999999996,39.989574
2017-12-05,57.078499,39.9519
2017-12-06,57.6175,39.803528
2017-12-07,57.989498,39.876534
2017-12-08,58.099998,39.888298
2017-12-11,58.445999,40.665493
2017-12-12,58.254002,40.437038
2017-12-13,58.206501,40.571289
2017-12-14,58.713001,40.559505
2017-12-15,58.957001,40.971649
2017-12-18,59.528999,41.548649
2017-12-19,59.368999,41.105892
2017-12-20,58.881001,41.061153000000004
2017-12-21,58.737999,41.216576
2017-12-22,58.417999,41.216576
2017-12-26,58.838001,40.170925
2017-12-27,59.112999,40.177975
2017-12-28,59.305,40.291022999999996
2017-12-29,58.473499,39.855328
2018-01-02,59.4505,40.568932000000004
2018-01-03,60.209998999999996,40.561863
2018-01-04,60.4795,40.750278
2018-01-05,61.457001,41.214226000000004
2018-01-08,62.343498,41.061153000000004
2018-01-09,62.634997999999996,41.056427
2018-01-10,62.716499,41.047012
2018-01-11,63.834,41.280167
2018-01-12,65.260002,41.70644
2018-01-16,65.24299599999999,41.494479999999996
2018-01-17,64.75,42.179817
2018-01-18,64.666,42.217499
2018-01-19,64.728996,42.029095
2018-01-22,66.365501,41.685257
2018-01-23,68.126999,41.694664
2018-01-24,67.875504,41.030533
2018-01-25,68.897499,40.298096
2018-01-26,70.102501,40.392288
2018-01-29,70.884003,39.556244
2018-01-30,71.890999,39.323078
