date,op,hi,lo,cl
20071212,34320,34990,34200,34880
20071213,34690,34690,33960,33960
20071214,34050,34180,33830,34050
20071217,33700,33700,33360,33520
20071218,33460,33710,33290,33390
20071219,33360,33420,33100,33170
20071220,33240,33490,33140,33230
20071221,33280,33930,33280,33710
20071227,33940,34080,33540,33800
20071228,33620,33770,33460,33720
20080102,33310,33690,32760,33040
20080103,32890,33220,32850,33190
20080104,33170,33380,32420,32570
20080107,32460,32830,32350,32670
20080108,32810,33130,32380,32890
20080109,32630,32680,32250,32490
20080110,32610,32640,32170,32290
20080111,32260,32270,31860,32100
20080114,31960,32270,31880,32100
20080115,31890,31970,31130,31290
20080116,30990,31360,30680,31040
20080117,31310,31430,30120,30650
20080118,30540,31100,30050,30210
20080121,29700,29720,27890,28200
20080122,26960,29040,26270,28650
20080123,28660,29240,27050,27650
20080124,29050,29260,28460,29140
20080125,29660,29860,28560,28990
20080128,28360,28950,28210,28670
20080129,28890,29280,28790,29100
20080130,28920,29440,28760,28970
20080131,28820,29200,28060,29080
20080201,29290,29810,29280,29530
20080204,29900,29900,29480,29560
20080205,29490,29550,28220,28620
20080206,28450,28820,28250,28770
20080207,28520,28680,27870,28130
20080208,28500,28590,27960,28320
20080211,27990,28310,27770,27980
20080212,28340,29040,27910,28990
20080213,28720,29270,28650,28980
20080214,29420,29420,28840,28930
20080215,28900,29030,28120,28270
20080218,28500,29020,28500,28960
20080219,28660,29310,28530,28890
20080220,28540,28950,28370,28600
20080221,28830,29200,28480,28780
20080222,28530,28980,28430,28490
20080225,28970,29290,28820,29160
20080226,29280,29870,29220,29620
20080227,29730,29730,29130,29590
20080228,29350,29550,28880,28950
20080229,28740,28930,28050,28350
20080303,27970,28210,27820,28000
20080304,28030,28280,27360,27460
20080305,27820,28140,27640,28080
20080306,28070,28070,27250,27530
20080307,27160,27460,26930,27220
20080310,27180,27280,26740,26830
20080311,27270,27270,27210,27270
20080312,27970,27970,27770,27780
20080313,27330,27330,27030,27330
20080314,27360,27540,26900,27040
20080317,26050,26180,25490,25590
20080318,25990,27110,25950,26640
20080319,26980,26980,25820,26400
20080320,26050,26620,25950,26230
20080325,27200,27310,26870,27210
20080326,27050,27180,26780,26940
20080327,26890,27520,26890,27250
20080328,27310,27390,26860,27090
20080331,26760,27110,26480,26960
20080401,26710,28470,26710,28150
20080402,28430,28640,28150,28540
20080403,28590,28680,28290,28410
20080404,28570,28750,28280,28620
20080407,28850,28990,28800,28860
20080408,28710,28710,28430,28620
20080409,28520,28700,28210,28430
20080410,28440,28450,27910,28380
20080411,28650,28650,27520,27810
20080414,27480,27730,27380,27560
20080415,27760,27900,27490,27680
20080416,28000,28500,27860,28250
20080417,28450,28450,27870,28000
20080418,28120,28820,28120,28790
20080421,28670,28890,28330,28430
20080422,28270,28530,28030,28250
20080423,28360,28470,27940,28420
20080424,28180,28780,28050,28520
20080425,28700,29140,28700,28940
20080428,29030,29280,29030,29140
20080429,28990,29190,28860,29020
20080430,29000,29320,28830,29240
20080502,29650,29990,29570,29880
20080505,29800,29830,29660,29760
20080506,29760,29820,29340,29560
20080507,29680,29900,29430,29790
20080508,29550,29760,29490,29640
20080509,29480,29490,29070,29270
20080512,29420,29540,29270,29330
20080513,29490,29510,29070,29310
20080514,29440,29690,29310,29580
20080515,29490,29970,29270,29690
20080516,29880,30090,29720,29780
20080519,29890,30310,29810,30160
20080520,30050,30050,29440,29630
20080521,29650,29710,29040,29270
20080522,29070,29630,29070,29470
20080523,29320,29320,28740,28920
20080526,28840,28910,28780,28880
20080527,28910,28990,28580,28730
20080528,28800,29060,28670,28900
20080529,28980,29300,28840,29040
20080530,29120,29220,28900,28950
20080602,29000,29000,28530,28780
20080603,28610,28970,28610,28950
20080604,28670,28670,28250,28540
20080605,28430,28620,28230,28410
20080606,28520,28690,27400,27770
20080609,27590,27850,27400,27610
20080610,27300,27670,27280,27580
20080611,27530,27530,26990,27000
20080612,26980,27220,26970,27190
20080613,27070,27260,26970,27260
20080616,27590,27590,27190,27230
20080617,27470,27750,27390,27450
20080618,27270,27310,27050,27070
20080619,26980,27270,26920,27000
20080620,27020,27020,26140,26510
20080623,26470,26630,26330,26560
20080624,26620,26690,26080,26490
20080625,26520,26820,26480,26740
20080626,26500,26540,25720,26030
20080627,25980,26050,25600,25940
20080630,25870,26210,25690,26180
20080701,26060,26120,25230,25630
20080702,25700,26030,25260,25610
20080703,25190,25950,25120,25840
20080704,25820,25930,25400,25530
20080707,25710,25840,25190,25780
20080708,25090,25860,25090,25540
20080709,25670,26010,25470,25990
20080710,25540,25790,25330,25450
20080711,25650,25650,24590,24700
20080714,24980,25150,24600,24820
20080715,24440,24510,23910,24250
20080716,24310,24650,23670,24250
20080717,24520,25210,24520,24950
20080718,24860,25450,24710,25410
20080721,25380,25840,25240,25570
20080722,25240,25500,24940,25430
20080723,25640,26040,25590,25980
20080724,26130,26130,25390,25630
20080725,25450,25710,25270,25590
20080728,25530,25540,24990,25300
20080729,25010,25550,24940,25450
20080730,25690,26000,25670,25920
20080731,25990,26080,25600,25860
20080801,25640,25830,25360,25470
20080804,25480,25600,25200,25210
20080805,25370,26190,25210,26000
20080806,26220,26380,26030,26230
20080807,26110,26520,25950,26170
20080808,26020,26560,25850,26290
20080811,26370,26740,26360,26610
20080812,26520,26740,26390,26570
20080813,26330,26410,25850,25960
20080814,26090,26230,25790,26050
20080815,26190,26350,25920,26120
20080818,25970,26340,25800,26100
20080819,25740,25790,25230,25390
20080820,25510,25580,25270,25540
20080821,25350,25430,25150,25260
20080822,25320,25760,25210,25700
20080825,25640,25760,25280,25530
20080826,25390,25760,25220,25730
20080827,25710,25860,25400,25750
20080828,25690,26260,25560,26170
20080829,26160,26340,26090,26210
20080901,25960,26150,25850,26050
20080902,25990,26420,25900,26250
20080903,25940,26130,25760,25890
20080904,25860,25990,24910,25160
20080905,24950,25080,24440,24540
20080908,25570,25790,25340,25450
20080909,25450,25860,25090,25430
20080910,25410,25410,25200,25210
20080911,24970,25180,24840,25040
20080912,25360,25600,25180,25580
20080915,24740,24760,24130,24410
20080916,24060,24060,23050,23590
20080917,24090,24140,22800,22910
20080918,23040,23310,22510,22580
20080919,24610,25250,24240,25040
20080922,25030,25180,23830,24460
20080923,24160,24290,23690,24100
20080924,24200,24240,23790,23890
20080925,23840,24740,23840,24610
20080926,24230,24420,23930,24260
20080929,23880,23970,21570,22940
20080930,22460,23590,22130,23360
20081001,23710,24000,23160,23490
20081002,23680,24030,23130,23260
20081003,23430,24520,23160,24240
20081006,22880,23190,21880,22240
20081007,22530,22840,21140,22250
20081008,20920,22110,19910,20610
20081009,20460,21060,18550,19750
20081010,18230,18780,17250,17800
20081013,19390,21110,18800,19870
20081014,21600,21700,20320,20870
20081015,20800,20800,18340,19280
20081016,17610,19350,17610,18080
20081017,19330,20500,18380,19440
20081020,19610,20870,19610,20470
20081021,20730,20910,19810,20270
20081022,19520,19830,18100,19030
20081023,18930,19320,18070,19060
20081024,18200,18300,16560,17870
20081027,16930,17890,16620,17330
20081028,18090,18820,17090,17350
20081029,18130,19750,18020,19160
20081030,20060,20070,18990,19240
20081031,19020,20440,19020,20140
20081103,20400,20500,19840,20210
20081104,20200,21260,20130,21060
20081105,20950,21020,19810,20550
20081106,19690,20200,18690,19250
20081107,19090,19870,19000,19590
20081110,20360,20400,19230,19810
20081111,19360,19570,18760,18930
20081112,19340,19340,18020,18180
20081113,17930,19080,17400,18070
20081114,18790,18940,18190,18410
20081117,18290,18450,17650,17800
20081118,17790,18320,17350,18040
20081119,18100,18150,16720,17150
20081120,16640,16850,15650,16470
20081121,16450,16750,15530,15760
20081124,16400,17910,16090,17650
20081125,17450,18070,17230,17660
20081126,17400,18190,17040,17740
20081127,17910,18200,17870,18150
20081128,18190,18590,17880,18410
20081201,18460,18460,16710,17080
20081202,16910,17600,16700,17430
20081203,17340,17910,16970,17640
20081204,17490,18050,16960,17620
20081205,17300,17670,16560,16730
20081208,18180,18460,17720,18200
20081209,18090,18680,17860,18440
20081210,18340,18350,18340,18350
20081211,18420,18490,18220,18300
20081212,17200,17910,17160,17680
20081215,17900,18030,17550,17630
20081216,17530,18300,17470,17790
20081217,17980,17980,17410,17460
20081218,17580,17680,16970,17510
20081219,17230,17600,17050,17430
20081222,17290,17420,16820,17150
20081223,17090,17380,16940,17110
20081229,17160,17220,16980,17080
20081230,17240,17900,17240,17900
20090102,17790,18710,17730,18330
20090105,17800,18830,17800,18650
20090106,18770,19290,18770,19010
20090107,19030,19030,18510,18670
20090108,18490,18740,18240,18580
20090109,18650,18820,18240,18520
20090112,18370,18440,17910,18210
20090113,18010,18040,17550,17850
20090114,17990,17990,16710,16970
20090115,16800,17130,16580,16690
20090116,17110,17430,16560,16940
20090119,17160,17220,16270,16580
20090120,16610,16740,15840,16190
20090121,16040,16540,15690,15980
20090122,16440,16450,15690,15860
20090123,15870,15970,15300,15810
20090126,15570,16540,15570,16410
20090127,16520,16610,16180,16510
20090128,16680,17220,16610,17060
20090129,17070,17070,16460,16710
20090130,16660,16920,16500,16630
20090202,16360,16420,16020,16220
20090203,16230,16860,16100,16600
20090204,16810,17210,16570,17060
20090205,16750,17250,16550,16990
20090206,17030,17510,17030,17300
20090209,17140,17420,17120,17360
20090210,17200,17380,16390,16880
20090211,16560,16790,16440,16760
20090212,16580,16710,16240,16480
20090213,16730,16940,16450,16540
20090216,16390,16520,16230,16310
20090217,16060,16110,15680,15830
20090218,15750,15940,15440,15790
20090219,15710,15980,15550,15760
20090220,15320,15460,14860,15140
20090223,15100,15430,14480,14970
20090224,14860,15100,14520,14730
20090225,14950,15090,14390,14630
20090226,14910,15180,14630,14960
20090227,14810,14810,14320,14620
20090302,14340,14340,13440,13710
20090303,13650,13860,13230,13410
20090304,13630,14120,13560,13980
20090305,13810,13880,13210,13430
20090306,13410,13610,12940,13150
20090309,13230,13250,12800,13140
20090310,12980,14020,12890,13940
20090311,13770,14230,13770,14000
20090312,13720,14170,13720,14110
20090313,14370,14610,14190,14270
20090316,14620,14930,14510,14770
20090317,14550,14920,14450,14610
20090318,14970,14970,14300,14530
20090319,14610,15030,14510,14650
20090320,14420,14670,14250,14640
20090323,14860,15600,14850,15300
20090324,15640,15730,15120,15320
20090325,15200,15530,14870,15350
20090326,15420,15590,15170,15400
20090327,15430,15450,15100,15190
20090330,14860,14890,14330,14490
20090331,14520,15290,14510,15080
20090401,14900,15510,14770,15310
20090402,15820,16360,15690,16300
20090403,16250,16330,15840,15880
20090406,16140,16240,15570,15700
20090407,15900,15910,15510,15660
20090408,15350,15790,15340,15710
20090409,15970,16200,15700,16120
20090414,16180,16560,16140,16300
20090415,16120,16520,16120,16290
20090416,16400,16750,16350,16630
20090417,16830,17020,16650,16890
20090420,16770,16920,16110,16260
20090421,16220,16510,15780,16290
20090422,16370,16490,15970,16410
20090423,16280,16570,16240,16320
20090424,16430,16890,16350,16770
20090427,16540,17010,16450,16980
20090428,16570,16810,16420,16680
20090429,16750,17170,16640,17040
20090430,17170,17540,17010,17370
20090504,17500,17970,17440,17790
20090505,17890,17990,17700,17780
20090506,17760,18390,17760,18080
20090507,18570,18600,17770,17890
20090508,18100,18490,18030,18280
20090511,18350,18380,17900,18060
20090512,17950,18310,17930,18100
20090513,18170,18220,17570,17720
20090514,17700,17890,17470,17730
20090515,17840,17930,17520,17780
20090518,17500,18450,17460,18300
20090519,18520,18730,18450,18540
20090520,18510,18830,18510,18720
20090521,18490,18590,18080,18230
20090522,18240,18440,18120,18220
20090525,18300,18360,17970,18360
20090526,18150,18700,18000,18610
20090527,18670,18770,18370,18740
20090528,18570,18690,18280,18510
20090529,18760,18850,18480,18560
20090601,19020,19310,18950,19240
20090602,19160,19180,18930,19100
20090603,19110,19140,18490,18710
20090604,18710,18930,18590,18740
20090605,18850,19140,18760,18880
20090608,18880,18970,18460,18730
20090609,18790,19000,18750,18800
20090610,19080,19080,19050,19050
20090611,18950,19270,18950,19240
20090612,19220,19220,19120,19220
20090615,19110,19110,18580,18650
20090616,18640,18770,18340,18590
20090617,18460,18550,18090,18220
20090618,18230,18470,18060,18370
20090619,18380,18750,18320,18660
20090622,18640,18660,18010,18130
20090623,17910,18150,17880,17960
20090624,18140,18470,17960,18420
20090625,18460,18470,17880,18150
20090626,18300,18440,17990,18090
20090629,18060,18490,18050,18480
20090630,18440,18570,18100,18220
20090701,18230,18670,18210,18550
20090702,18420,18460,17930,18010
20090703,18080,18080,17890,17930
20090706,17820,17970,17600,17830
20090707,17880,17980,17500,17650
20090708,17600,17670,17280,17420
20090709,17500,17820,17480,17620
20090710,17520,17620,17380,17440
20090713,17340,17980,17200,17750
20090714,17970,18200,17870,18030
20090715,18210,18750,18200,18610
20090716,18630,19000,18550,18770
20090717,18980,18980,18690,18850
20090720,19050,19230,18960,19100
20090721,19170,19390,19080,19250
20090722,19320,19320,19010,19210
20090723,19340,19840,19240,19740
20090724,19650,19950,19600,19690
20090727,20000,20000,19690,19840
20090728,19890,20040,19570,19620
20090729,19640,19940,19430,19800
20090730,19990,20390,19900,20340
20090731,20220,20340,20050,20130
20090803,20150,20670,20150,20490
20090804,20450,20560,20290,20440
20090805,20450,20660,20250,20300
20090806,20480,20660,20330,20430
20090807,20400,20910,20230,20840
20090810,20690,20740,20580,20700
20090811,20790,20810,20350,20400
20090812,20530,20760,20210,20630
20090813,20580,20960,20580,20750
20090814,20790,20880,20460,20530
20090817,20570,20570,19920,20100
20090818,20180,20470,20180,20320
20090819,20220,20520,20070,20310
20090820,20640,20730,20520,20630
20090821,20520,21210,20520,21080
20090824,21230,21420,21190,21320
20090825,21190,21500,21170,21470
20090826,21450,21500,21210,21310
20090827,21280,21460,21140,21220
20090828,21380,21660,21340,21460
20090831,21300,21380,21220,21300
20090901,21430,21460,20750,20860
20090902,20820,20860,20610,20820
20090903,20880,21010,20760,20810
20090904,20890,21330,20890,21100
20090907,21010,21440,21010,21370
20090908,21610,21610,21340,21410
20090909,21500,21640,21500,21640
20090910,21830,21850,21690,21840
20090911,21990,22020,21950,21970
20090914,21930,21930,21600,21920
20090915,22380,22380,21790,21900
20090916,22180,22260,21970,22200
20090917,22340,22410,22210,22380
20090918,22530,22530,22180,22250
20090921,22280,22280,21940,22140
20090922,22250,22420,22220,22230
20090923,22250,22430,22130,22240
20090924,22140,22280,21690,21800
20090925,21840,21860,21650,21760
20090928,21650,22260,21550,22190
20090929,22190,22370,22110,22260
20090930,22290,22370,21840,22020
20091001,22040,22190,21490,21630
20091002,21410,21460,21090,21240
20091005,21200,21520,21070,21370
20091006,21430,21920,21410,21860
20091007,21860,21930,21710,21830
20091008,22040,22080,21830,21990
20091009,22050,22110,21820,21910
20091012,22120,22220,21960,22060
20091013,22100,22100,21810,21870
20091014,22120,22440,22120,22360
20091015,22380,22580,22350,22420
20091016,22590,22650,22120,22230
20091019,22320,22680,22320,22640
20091020,22590,22780,22420,22570
20091021,22550,22750,22280,22720
20091022,22380,22670,22240,22480
20091023,22680,22760,22160,22300
20091026,22350,22450,21900,22030
20091027,22050,22260,21990,22170
20091028,22040,22090,21660,21830
20091029,21640,22230,21640,22170
20091030,22180,22230,21450,21560
20091102,21640,21850,21360,21720
20091103,21500,21500,21170,21440
20091104,21470,21780,21470,21690
20091105,21480,22000,21370,21910
20091106,21940,22000,21590,21910
20091109,22120,22520,22120,22410
20091110,22440,22540,22370,22420
20091111,22630,22790,22470,22520
20091112,22430,22710,22410,22550
20091113,22560,22740,22470,22680
20091116,22840,23100,22840,23050
20091117,23050,23090,22920,22950
20091118,23120,23160,22870,22930
20091119,22920,22920,22430,22530
20091120,22640,22640,22210,22310
20091123,22570,22930,22540,22850
20091124,22660,22880,22600,22720
20091125,22910,22940,22690,22840
20091126,22710,22710,21910,22080
20091127,21620,22410,21440,22320
20091130,22350,22370,21900,21970
20091201,22140,22640,22140,22540
20091202,22530,22770,22500,22650
20091203,22870,22880,22420,22610
20091204,22500,23070,22460,22930
20091207,22800,22840,22550,22760
20091208,22750,22800,22240,22410
20091209,22150,22180,21990,22150
20091210,22320,22370,22320,22370
20091211,22510,22570,22440,22490
20091214,22660,22710,22600,22660
20091215,22730,22730,22480,22690
20091216,22870,23050,22710,23040
20091217,22620,22960,22600,22750
20091218,22420,23030,22420,22640
20091221,22730,23120,22700,23060
20091222,23220,23390,23130,23220
20091223,23450,23490,23250,23320
20091228,23570,23620,23450,23550
20091229,23570,23620,23500,23510
20091230,23500,23560,23310,23410
20100104,23380,23920,23380,23840
20100105,23810,23880,23710,23780
20100106,23790,23860,23700,23780
20100107,23780,23880,23580,23820
20100108,23920,23980,23690,23930
20100111,24070,24160,23810,23830
20100112,23880,23920,23520,23640
20100113,23560,23860,23530,23690
20100114,23800,23930,23670,23830
20100115,23820,23990,23430,23480
20100118,23570,23720,23540,23700
20100119,23610,24090,23450,23950
20100120,23970,23980,23440,23550
20100121,23780,23780,22830,23130
20100122,22940,23100,22240,22800
20100125,22420,22860,22420,22630
20100126,22160,22790,22160,22740
20100127,22600,22720,22360,22460
20100128,22830,22880,22110,22270
20100129,22150,22580,22040,22360
20100201,22120,22550,22120,22540
20100202,22570,22850,22360,22730
20100203,22820,22860,22520,22580
20100204,22720,22720,21730,21910
20100205,21820,21830,21100,21440
20100208,21350,21690,21220,21620
20100209,21480,22090,21440,21560
20100210,21820,22020,21690,21780
20100211,21950,22120,21630,21880
20100212,22200,22200,21740,21910
20100215,22030,22140,21980,22010
20100216,22130,22470,22030,22300
20100217,22490,22750,22490,22620
20100218,22670,22900,22530,22810
20100219,22620,22960,22530,22920
20100222,22880,23010,22730,22740
20100223,22900,22930,22390,22440
20100224,22510,22610,22350,22530
20100225,22390,22610,22080,22110
20100226,22330,22490,22110,22400
20100301,22570,22710,22290,22600
20100302,22660,22890,22570,22850
20100303,22790,23070,22690,23010
20100304,22840,23160,22820,23060
20100305,23140,23640,23120,23510
20100308,23610,23670,23440,23490
20100309,23490,23640,23310,23530
20100310,23720,23720,23460,23650
20100311,23770,23770,23450,23560
20100312,23480,23700,23480,23600
20100315,23720,23720,23390,23440
20100316,23590,23720,23540,23700
20100317,23620,23980,23620,23930
20100318,24060,24070,23810,23940
20100319,23950,24070,23700,23760
20100322,23670,23870,23420,23730
20100323,23810,24010,23760,23930
20100324,23980,24020,23700,23940
20100325,23990,24240,23920,24160
20100326,24020,24140,23940,23980
20100329,24060,24160,23960,24100
20100330,24150,24270,24050,24110
20100331,24160,24200,23890,23980
20100401,24170,24500,24170,24400
20100406,24520,24620,24360,24530
20100407,24590,24590,24320,24500
20100408,24310,24430,24080,24260
20100409,24440,24600,24430,24570
20100412,24700,24740,24480,24610
20100413,24470,24620,24400,24530
20100414,24600,24790,24590,24690
20100415,24730,24950,24630,24860
20100416,24720,24920,24270,24390
20100419,24250,24350,24070,24230
20100420,24300,24640,24300,24580
20100421,24670,24670,24270,24340
20100422,24290,24440,23860,24020
20100423,24080,24240,23910,24080
20100426,24330,24500,24240,24390
20100427,24300,24340,23230,23600
20100428,23380,23600,23020,23280
20100429,23160,23560,23160,23500
20100430,23440,23640,23050,23190
20100503,23040,23320,22940,23220
20100504,23200,23280,22470,22570
20100505,22550,22820,22350,22530
20100506,22520,22720,20720,22220
20100507,21330,22110,20750,21280
20100510,22370,23130,22030,22910
20100511,22760,23100,22390,22900
20100512,22760,23260,22720,23120
20100513,23300,23330,22980,23160
20100514,23080,23080,22130,22230
20100517,22070,22640,22030,22280
20100518,22620,22770,22140,22650
20100519,22210,22480,21880,21970
20100520,22070,22250,21130,21540
20100521,21270,21540,20780,21330
20100524,21400,21640,21200,21420
20100525,20780,21260,20680,21060
20100526,21250,21680,21170,21450
20100527,21500,22310,21500,22120
20100528,22240,22290,21770,22070
20100531,22130,22180,21990,22080
20100601,22040,22160,21580,22040
20100602,21900,22390,21740,22100
20100603,22570,22610,22260,22380
20100604,22410,22620,21650,21960
20100607,21510,22030,21510,21760
20100608,21750,21890,21340,21550
20100609,21780,21920,21750,21920
20100610,22170,22400,22170,22320
20100611,22440,22630,22310,22560
20100614,22740,22820,22700,22740
20100615,22640,23120,22640,22930
20100616,23280,23280,22830,22960
20100617,22900,23190,22890,23090
20100618,23360,23360,22950,23100
20100621,23580,23580,23110,23340
20100622,23310,23310,22810,23240
20100623,22910,23250,22860,23020
20100624,23120,23120,22460,22530
20100625,22520,22660,22290,22380
20100628,22420,22790,22290,22680
20100629,22310,22440,21790,22010
20100630,21960,22200,21630,21950
20100701,21560,21840,21290,21410
20100702,21480,21690,21160,21330
20100705,21110,21470,21110,21280
20100706,21210,21960,21210,21760
20100707,21690,22410,21530,22240
20100708,22470,22750,22380,22500
20100709,22960,22960,22560,22680
20100712,22740,22920,22600,22760
20100713,22910,23280,22820,23200
20100714,23340,23340,23010,23190
20100715,23140,23340,22820,22920
20100716,22990,23080,22260,22450
20100719,22450,22560,22180,22260
20100720,22320,22590,21980,22310
20100721,22550,22780,22260,22490
20100722,22440,23050,22400,23000
20100723,22960,23250,22890,23110
20100726,23290,23310,22960,23190
20100727,23230,23570,23230,23360
20100728,23640,23640,23260,23350
20100729,23360,23610,23020,23270
20100730,23220,23390,22970,23220
20100802,23390,23920,23360,23780
20100803,23790,23850,23620,23760
20100804,23790,23970,23570,23880
20100805,23960,24000,23740,23790
20100806,23920,23970,23410,23510
20100809,23860,24030,23800,23930
20100810,23890,23910,23570,23710
20100811,23720,23720,23180,23320
20100812,23180,23440,23140,23370
20100813,23540,23560,23180,23420
20100816,23470,23570,23210,23410
20100817,23560,23650,23410,23600
20100818,23500,23620,23400,23530
20100819,23590,23690,22960,23120
20100820,22980,23230,22890,23020
20100823,22950,23380,22950,23190
20100824,23050,23050,22570,22800
20100825,22640,22820,22310,22650
20100826,22690,22860,22590,22740
20100827,22660,23030,22530,22900
20100830,23090,23090,22730,22900
20100831,22710,23000,22540,22860
20100901,23040,23610,22890,23590
20100902,23480,23670,23460,23560
20100903,23620,23970,23590,23800
20100906,24010,24010,23830,23850
20100907,23930,23930,23620,23780
20100908,23840,24050,23840,24040
20100909,23960,24280,23960,24250
20100910,24200,24250,24200,24220
20100913,24430,24510,24260,24350
20100914,24370,24420,24210,24350
20100915,24240,24300,24080,24220
20100916,24140,24240,23960,24020
20100917,24190,24270,23780,23880
20100920,23930,24310,23890,24150
20100921,24170,24280,23910,24050
20100922,24060,24060,23580,23630
20100923,23830,23830,23310,23580
20100924,23500,23930,23410,23860
20100927,23990,24010,23700,23760
20100928,23710,23800,23400,23620
20100929,23610,23790,23350,23420
20100930,23270,23730,23180,23350
20101001,23300,23510,23170,23240
20101004,23200,23310,22980,23140
20101005,23180,23680,23040,23530
20101006,23650,23760,23520,23580
20101007,23580,23800,23430,23630
20101008,23680,23680,23390,23620
20101011,23680,23720,23600,23650
20101012,23490,23700,23370,23630
20101013,23710,24100,23640,24000
20101014,24090,24160,23830,23910
20101015,23970,24040,23800,23940
20101018,23940,24210,23840,24100
20101019,24080,24180,23850,24000
20101020,23900,24150,23890,24070
20101021,24110,24200,23900,24110
20101022,24090,24120,23950,23980
20101025,24180,24190,23930,24040
20101026,23940,24050,23830,24010
20101027,23930,24030,23730,23810
20101028,23920,24090,23830,23950
20101029,23820,23980,23760,23950
20101101,24150,24150,23670,23900
20101102,23810,24100,23810,24060
20101103,24090,24210,23900,23930
20101104,24130,24510,24130,24400
20101105,24430,24690,24290,24490
20101108,24500,24630,24440,24560
20101109,24550,24790,24490,24690
20101110,24610,24660,24400,24490
20101111,24600,24600,24370,24490
20101112,24230,24470,24020,24380
20101115,24230,24640,24160,24540
20101116,24420,24420,23850,23950
20101117,23950,24130,23900,24120
20101118,24300,24520,24190,24450
20101119,24500,24500,24010,24220
20101122,24480,24510,23840,24040
20101123,23870,23940,23620,23680
20101124,23690,23970,23550,23840
20101125,23970,24010,23820,23980
20101126,23810,23930,23590,23830
20101129,23760,24060,23330,23500
20101130,23520,23560,23230,23410
20101201,23510,23930,23480,23830
20101202,23890,24310,23730,24200
20101203,24240,24290,23980,24160
20101206,24150,24200,24000,24120
20101207,24220,24490,24130,24350
20101208,24430,24590,24260,24480
20101209,24660,24660,24580,24660
20101210,24610,24760,24610,24670
20101213,24730,24810,24710,24730
20101214,24720,24830,24630,24810
20101215,24760,24800,24640,24720
20101216,24690,24860,24650,24800
20101217,24950,24950,24560,24590
20101220,24660,24910,24600,24790
20101221,24940,25110,24860,25020
20101222,25070,25130,25000,25110
20101223,25150,25150,24980,25080
20101227,24990,25020,24680,24720
20101228,24840,24860,24610,24780
20101229,24840,25000,24840,24940
20101230,24870,24990,24460,24520
20110103,24840,24920,24630,24750
20110104,24710,24970,24690,24830
20110105,24800,25000,24570,24930
20110106,24970,25290,24970,25050
20110107,25010,25100,24840,24980
20110110,24920,24930,24670,24720
20110111,24790,25000,24780,24960
20110112,24990,25500,24980,25450
20110113,25430,25560,25200,25330
20110114,25220,25460,25030,25360
20110117,25400,25430,25330,25350
20110118,25510,25710,25410,25590
20110119,25820,25820,25270,25290
20110120,25330,25330,25000,25010
20110121,25150,25500,25040,25290
20110124,25340,25500,25170,25400
20110125,25490,25490,25170,25180
20110126,25320,25500,25240,25340
20110127,25330,25500,25250,25400
20110128,25300,25380,24980,25130
20110131,25020,25230,24850,25160
20110201,25180,25630,25150,25460
20110202,25560,25730,25550,25680
20110203,25660,25800,25500,25660
20110204,25760,25830,25640,25700
20110207,25800,26030,25800,25970
20110208,25990,26030,25820,25920
20110209,25990,25990,25780,25810
20110210,25780,25820,25540,25760
20110211,25720,25890,25520,25830
20110214,25940,26020,25840,25860
20110215,25810,26020,25800,25990
20110216,26060,26260,26050,26220
20110217,26150,26300,26150,26230
20110218,26340,26390,26140,26210
20110221,26120,26210,25820,25830
20110222,25690,25810,25490,25710
20110223,25450,25720,25260,25450
20110224,25390,25400,25160,25310
20110225,25320,25650,25320,25580
20110228,25620,25870,25410,25780
20110301,25890,25970,25360,25560
20110302,25330,25510,25260,25440
20110303,25570,25720,25390,25480
20110304,25500,25680,25060,25240
20110307,25010,25450,25010,25150
20110308,25120,25270,24960,25190
20110309,25070,25070,25070,25070
20110310,24890,24940,24890,24890
20110311,24560,24730,24560,24660
20110314,24520,24610,24290,24340
20110315,23910,23910,23400,23840
20110316,23900,23980,23110,23440
20110317,23550,23900,23400,23820
20110318,23860,24000,23700,23760
20110321,23880,24250,23880,24180
20110322,24240,24390,24110,24230
20110323,24140,24350,24100,24300
20110324,24270,24660,24240,24610
20110325,24670,24720,24580,24680
20110328,24620,24770,24620,24680
20110329,24730,24730,24480,24670
20110330,24830,24910,24790,24800
20110331,24850,24900,24520,24600
20110401,24790,24970,24650,24930
20110404,24900,25020,24870,24950
20110405,24910,25030,24850,24970
20110406,24960,25140,24860,25060
20110407,25190,25320,25090,25120
20110408,25240,25270,24990,25120
20110411,25080,25240,25060,25180
20110412,25020,25030,24690,24750
20110413,24820,24990,24730,24910
20110414,24810,24870,24640,24770
20110415,24760,24870,24700,24810
20110418,24750,24820,24300,24410
20110419,24510,24590,24400,24450
20110420,24660,24930,24660,24880
20110421,24940,25130,24940,25050
20110426,24980,25180,24980,25140
20110427,25200,25430,25060,25270
20110428,25710,25710,25240,25340
20110429,25410,25470,25320,25440
20110502,25600,25660,25420,25470
20110503,25460,25500,25260,25350
20110504,25160,25410,24990,25030
20110505,25120,25120,24780,24990
20110506,24970,25360,24930,25350
20110509,25280,25400,25120,25270
20110510,25100,25510,25100,25420
20110511,25470,25650,25280,25500
20110512,25390,25420,25140,25310
20110513,25420,25480,25090,25190
20110516,25070,25260,25010,25210
20110517,25010,25300,24970,25020
20110518,25120,25230,25000,25100
20110519,25040,25420,25040,25230
20110520,25300,25490,25190,25220
20110523,25370,25370,24810,24910
20110524,24900,25010,24780,24900
