dt,Daily Rainfall Total (mm)
2021-12-15,0.6
2021-12-16,0.0
2021-12-17,9.4
2021-12-18,46.8
2021-12-19,15.2
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.4
2021-12-24,8.8
2021-12-25,1.4
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,0.6
2021-12-30,0.0
2021-12-31,7.0
2022-01-01,25.2
2022-01-02,50.0
2022-01-03,6.0
2022-01-04,4.8
2022-01-05,1.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,2.6
2022-01-18,0.0
2022-01-19,4.4
2022-01-20,2.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,3.8
2022-01-31,0.0
