Date,pep,ko
2004-05-06,51.11,46.39
2004-05-05,50.8,46.4
2004-05-04,50.68,45.66
2004-05-03,51.13,45.98
2004-04-30,50.77,45.93
2004-04-29,50.42,45.83
2004-04-28,50.21,45.6
2004-04-27,50.91,46.06
2004-04-26,50.96,46.04
2004-04-23,51.2,46.37
2004-04-22,51.15,46.74
2004-04-21,50.94,47.35
2004-04-20,50.51,47.48
2004-04-19,51.31,48.14
2004-04-16,51.05,47.17
2004-04-15,51.07,46.5
2004-04-14,51.17,46.49
2004-04-13,51.02,46.22
2004-04-12,51.26,46.19
2004-04-08,51.01,46.54
2004-04-07,51.1,46.39
2004-04-06,50.98,46.2
2004-04-05,50.76,45.94
2004-04-02,50.18,46.26
2004-04-01,50.46,45.94
2004-03-31,50.18,45.69
2004-03-30,49.65,45.62
2004-03-29,48.65,44.87
2004-03-26,47.58,44.31
2004-03-25,47.73,44.29
2004-03-24,47.33,44.04
2004-03-23,47.48,43.72
2004-03-22,47.33,43.82
2004-03-19,47.46,44.31
2004-03-18,47.91,44.54
2004-03-17,47.91,44.4
2004-03-16,47.71,43.74
2004-03-15,47.85,43.33
2004-03-12,48.03,44.01
2004-03-11,48.17,43.76
2004-03-10,48.68,45.1
2004-03-09,49.0,45.35
2004-03-08,48.57,45.06
2004-03-05,48.51,45.28
2004-03-04,48.58,44.13
2004-03-03,48.71,44.41
2004-03-02,48.59,44.54
2004-03-01,48.46,44.84
2004-02-27,48.21,45.15
2004-02-26,48.07,45.03
2004-02-25,48.4,44.87
2004-02-24,48.4,44.99
2004-02-23,48.39,45.49
2004-02-20,48.07,46.04
2004-02-19,47.68,46.09
2004-02-18,47.63,46.31
2004-02-17,47.38,46.22
2004-02-13,46.93,46.22
2004-02-12,47.3,46.58
2004-02-11,47.47,46.81
2004-02-10,47.18,47.15
2004-02-09,46.39,47.36
2004-02-06,46.64,46.08
2004-02-05,45.1,45.53
2004-02-04,44.22,44.96
2004-02-03,44.27,45.03
2004-02-02,44.54,44.83
2004-01-30,43.9,44.5
2004-01-29,43.68,44.82
2004-01-28,42.97,44.64
2004-01-27,43.15,45.18
2004-01-26,43.47,45.36
2004-01-23,43.24,45.22
2004-01-22,43.23,44.58
2004-01-21,42.91,44.99
2004-01-20,42.78,45.12
2004-01-16,42.17,45.08
2004-01-15,42.27,44.94
2004-01-14,42.49,45.01
2004-01-13,42.4,44.92
2004-01-12,42.58,45.2
2004-01-09,42.52,44.82
2004-01-08,42.74,45.29
2004-01-07,43.61,45.08
2004-01-06,44.17,45.37
2004-01-05,43.89,45.56
2004-01-02,43.16,45.5
2003-12-31,43.31,45.86
2003-12-30,43.31,45.66
2003-12-29,43.44,45.33
2003-12-26,43.17,45.15
2003-12-24,42.91,45.1
2003-12-23,43.18,45.34
2003-12-22,43.65,45.33
2003-12-19,43.82,45.28
2003-12-18,43.79,45.13
2003-12-17,43.8,45.34
2003-12-16,44.03,45.8
2003-12-15,44.01,45.0
2003-12-12,43.55,44.62
2003-12-11,43.55,43.73
2003-12-10,43.57,43.55
2003-12-09,43.88,43.16
2003-12-08,44.68,43.15
2003-12-05,44.9,42.38
2003-12-04,44.58,42.62
2003-12-03,44.16,42.84
2003-12-02,44.57,42.48
2003-12-01,45.1,42.49
2003-11-28,44.55,42.02
2003-11-26,44.4,42.2
2003-11-25,44.21,41.89
2003-11-24,44.44,41.75
2003-11-21,43.99,41.75
2003-11-20,43.76,41.78
2003-11-19,44.38,42.15
2003-11-18,43.7,41.82
2003-11-17,44.13,41.99
2003-11-14,43.82,42.0
2003-11-13,43.98,42.21
2003-11-12,44.5,42.35
2003-11-11,44.38,41.84
2003-11-10,43.89,41.93
2003-11-07,43.97,41.94
2003-11-06,44.41,42.29
2003-11-05,43.87,42.26
2003-11-04,44.21,42.18
2003-11-03,44.27,41.99
2003-10-31,44.27,41.73
2003-10-30,44.45,41.38
2003-10-29,44.56,41.24
2003-10-28,44.9,40.82
2003-10-27,44.04,40.65
2003-10-24,44.42,40.84
2003-10-23,44.46,40.94
2003-10-22,44.18,40.76
2003-10-21,44.32,41.19
2003-10-20,44.58,41.02
2003-10-17,44.33,40.52
2003-10-16,44.46,40.48
2003-10-15,44.36,40.57
2003-10-14,44.89,40.07
2003-10-13,44.75,39.7
2003-10-10,44.44,39.42
2003-10-09,44.42,39.51
2003-10-08,44.26,39.79
2003-10-07,43.88,40.17
2003-10-06,43.98,39.94
2003-10-03,43.7,39.61
2003-10-02,43.43,39.8
2003-10-01,43.22,39.48
2003-09-30,42.43,38.64
2003-09-29,42.79,38.74
2003-09-26,42.25,38.7
2003-09-25,42.14,38.72
2003-09-24,41.93,38.67
2003-09-23,42.3,39.05
2003-09-22,41.94,38.89
2003-09-19,42.37,38.84
2003-09-18,42.33,39.22
2003-09-17,42.01,38.69
2003-09-16,42.43,38.6
2003-09-15,41.8,39.13
2003-09-12,41.83,39.57
2003-09-11,41.4,40.01
2003-09-10,41.4,40.23
2003-09-09,41.1,39.7
2003-09-08,41.36,39.62
2003-09-05,40.9,39.52
2003-09-04,41.3,39.83
2003-09-03,41.48,39.12
2003-09-02,41.46,39.19
2003-08-29,41.09,38.95
2003-08-28,41.3,39.23
2003-08-27,40.62,39.35
2003-08-26,40.66,39.59
2003-08-25,40.32,39.45
2003-08-22,40.15,38.74
2003-08-21,40.61,39.03
2003-08-20,40.78,39.28
2003-08-19,41.24,39.65
2003-08-18,41.79,40.15
2003-08-15,41.73,40.29
2003-08-14,41.51,40.33
2003-08-13,41.49,39.84
2003-08-12,42.07,39.96
2003-08-11,41.71,39.94
2003-08-08,41.94,40.14
2003-08-07,41.5,40.08
2003-08-06,41.29,39.47
2003-08-05,41.18,39.7
2003-08-04,41.57,40.18
2003-08-01,41.84,40.05
2003-07-31,42.5,40.25
2003-07-30,42.76,40.62
2003-07-29,42.44,40.15
2003-07-28,42.79,39.95
2003-07-25,43.48,40.31
2003-07-24,43.05,39.85
2003-07-23,43.37,40.43
2003-07-22,43.4,40.36
2003-07-21,43.41,40.28
2003-07-18,43.65,40.19
2003-07-17,43.16,40.06
2003-07-16,44.05,38.41
2003-07-15,43.81,39.37
2003-07-14,43.42,39.63
2003-07-11,43.75,39.3
2003-07-10,43.31,39.39
2003-07-09,41.1,39.28
2003-07-08,41.62,39.58
2003-07-07,40.93,40.23
2003-07-03,40.62,41.38
2003-07-02,41.02,41.51
2003-07-01,40.95,41.61
2003-06-30,41.05,41.54
2003-06-27,40.44,41.63
2003-06-26,40.74,41.96
2003-06-25,40.18,41.75
2003-06-24,40.54,42.22
2003-06-23,40.75,41.84
2003-06-20,40.99,41.59
2003-06-19,41.15,41.28
2003-06-18,41.48,42.07
2003-06-17,41.4,42.25
2003-06-16,41.97,43.14
2003-06-13,41.27,42.38
2003-06-12,41.14,42.47
2003-06-11,40.99,41.89
2003-06-10,40.79,41.51
2003-06-09,40.46,41.75
2003-06-06,40.72,41.77
2003-06-05,40.92,41.67
2003-06-04,41.24,41.5
2003-06-03,40.66,41.08
2003-06-02,40.54,40.8
2003-05-30,40.63,40.6
2003-05-29,40.21,39.75
2003-05-28,40.03,39.34
2003-05-27,40.61,39.78
2003-05-23,40.04,39.37
2003-05-22,40.2,39.67
2003-05-21,39.8,39.32
2003-05-20,39.53,39.66
2003-05-19,39.51,39.29
2003-05-16,39.8,39.15
2003-05-15,40.23,39.77
2003-05-14,39.87,39.42
2003-05-13,39.96,39.42
2003-05-12,40.15,39.64
2003-05-09,40.16,39.19
2003-05-08,39.62,38.2
2003-05-07,39.81,38.55
2003-05-06,39.88,36.54
2003-05-05,39.78,36.11
2003-05-02,39.92,36.52
2003-05-01,40.22,36.03
2003-04-30,39.78,35.99
2003-04-29,39.93,36.37
2003-04-28,39.94,35.93
2003-04-25,39.2,35.12
2003-04-24,39.83,35.55
2003-04-23,39.53,35.63
2003-04-22,38.88,36.0
2003-04-21,38.46,35.73
2003-04-17,39.1,35.99
2003-04-16,36.68,35.54
2003-04-15,37.29,37.89
2003-04-14,37.66,37.78
2003-04-11,37.02,36.91
2003-04-10,36.57,36.92
2003-04-09,36.21,37.12
2003-04-08,36.06,37.28
2003-04-07,35.77,37.15
2003-04-04,35.52,37.33
2003-04-03,35.09,36.7
2003-04-02,36.49,36.92
2003-04-01,36.75,35.98
2003-03-31,36.77,36.06
2003-03-28,36.68,36.28
2003-03-27,37.03,36.4
2003-03-26,36.6,36.28
2003-03-25,36.86,36.52
2003-03-24,36.84,36.44
2003-03-21,38.15,37.64
2003-03-20,36.91,37.0
2003-03-19,37.19,37.25
2003-03-18,36.96,36.5
2003-03-17,37.14,36.52
2003-03-14,35.85,35.54
2003-03-13,35.72,35.14
2003-03-12,34.68,33.9
2003-03-11,34.52,33.35
2003-03-10,34.58,32.83
2003-03-07,35.25,33.39
2003-03-06,34.47,33.26
2003-03-05,34.15,33.26
2003-03-04,34.84,33.98
2003-03-03,34.89,34.73
2003-02-28,35.08,35.62
2003-02-27,34.99,35.66
2003-02-26,35.01,35.18
2003-02-25,35.56,35.76
2003-02-24,35.55,35.27
2003-02-21,36.07,35.99
2003-02-20,36.04,35.47
2003-02-19,36.67,36.02
2003-02-18,36.84,36.4
2003-02-14,36.49,36.13
2003-02-13,35.61,35.41
2003-02-12,35.17,35.19
2003-02-11,35.15,34.54
2003-02-10,35.93,35.48
2003-02-07,35.71,35.01
2003-02-06,36.82,35.35
2003-02-05,37.61,35.47
2003-02-04,37.72,35.72
2003-02-03,37.3,35.56
2003-01-31,37.06,35.83
2003-01-30,35.44,34.72
2003-01-29,37.09,35.91
2003-01-28,37.11,36.4
2003-01-27,37.12,37.01
2003-01-24,37.59,37.93
2003-01-23,38.39,38.88
2003-01-22,39.18,39.45
2003-01-21,39.69,39.61
2003-01-17,39.96,39.94
2003-01-16,40.04,40.45
2003-01-15,39.31,39.76
2003-01-14,39.78,40.5
2003-01-13,39.59,40.53
2003-01-10,39.24,40.03
2003-01-09,39.5,39.44
2003-01-08,39.09,39.03
2003-01-07,38.62,39.29
2003-01-06,39.33,39.78
2003-01-03,39.73,39.62
2003-01-02,39.46,39.72
2002-12-31,38.65,38.83
2002-12-30,38.5,38.53
2002-12-27,38.15,38.5
2002-12-26,38.83,39.1
2002-12-24,38.45,39.17
2002-12-23,38.21,39.31
2002-12-20,37.77,39.04
2002-12-19,37.05,39.07
2002-12-18,37.4,39.45
2002-12-17,37.7,39.78
2002-12-16,38.82,40.5
2002-12-13,38.32,40.61
2002-12-12,39.53,40.62
2002-12-11,39.51,41.4
2002-12-10,40.05,41.18
2002-12-09,39.56,39.94
2002-12-06,40.26,40.21
2002-12-05,39.58,39.88
2002-12-04,39.71,40.42
2002-12-03,39.14,39.76
2002-12-02,38.51,40.03
2002-11-29,38.76,40.42
2002-11-27,38.57,40.94
2002-11-26,37.84,39.68
2002-11-25,37.84,39.77
2002-11-22,38.35,40.04
2002-11-21,38.49,40.35
2002-11-20,39.91,40.63
2002-11-19,40.96,40.9
2002-11-18,40.4,40.49
2002-11-15,40.97,40.53
2002-11-14,40.37,39.8
2002-11-13,39.6,39.88
2002-11-12,38.73,39.07
2002-11-11,39.46,39.29
2002-11-08,39.94,39.25
2002-11-07,39.67,39.52
2002-11-06,39.71,40.03
2002-11-05,40.14,40.88
2002-11-04,39.62,40.29
2002-11-01,40.42,41.29
2002-10-31,40.23,40.98
2002-10-30,39.94,41.31
2002-10-29,39.83,40.89
2002-10-28,39.33,40.5
2002-10-25,40.32,41.41
2002-10-24,40.67,41.34
2002-10-23,40.68,42.27
2002-10-22,40.79,42.22
2002-10-21,40.96,42.32
2002-10-18,39.96,40.9
2002-10-17,39.91,40.47
2002-10-16,39.73,41.62
2002-10-15,39.52,46.27
2002-10-14,39.2,46.33
2002-10-11,38.93,45.36
2002-10-10,37.93,45.37
2002-10-09,37.96,45.52
2002-10-08,37.5,45.95
2002-10-07,32.64,44.2
2002-10-04,33.76,44.88
2002-10-03,33.96,44.63
2002-10-02,34.44,44.0
2002-10-01,34.39,44.14
2002-09-30,33.71,42.29
2002-09-27,33.47,42.75
2002-09-26,34.12,42.7
2002-09-25,33.76,42.75
2002-09-24,33.55,41.62
2002-09-23,33.94,41.44
2002-09-20,34.21,41.9
2002-09-19,33.89,42.03
2002-09-18,34.71,43.47
2002-09-17,35.81,43.16
2002-09-16,37.36,44.68
2002-09-13,36.63,43.78
2002-09-12,35.92,43.69
2002-09-11,36.03,45.05
2002-09-10,36.43,44.76
2002-09-09,35.28,44.22
2002-09-06,34.66,43.82
2002-09-05,33.85,43.34
2002-09-04,34.48,44.35
2002-09-03,34.91,43.84
2002-08-30,35.94,44.79
2002-08-29,35.44,44.26
2002-08-28,36.29,45.04
2002-08-27,37.53,46.13
2002-08-26,38.65,46.56
2002-08-23,39.21,46.28
2002-08-22,39.74,46.02
2002-08-21,39.61,46.32
2002-08-20,39.63,45.34
2002-08-19,39.91,45.41
2002-08-16,40.34,45.84
2002-08-15,40.44,45.15
2002-08-14,40.9,45.62
2002-08-13,39.9,44.14
2002-08-12,40.26,44.62
2002-08-09,39.8,44.88
2002-08-08,38.58,44.63
2002-08-07,38.1,43.04
2002-08-06,36.82,42.04
2002-08-05,37.21,42.47
2002-08-02,39.03,44.0
2002-08-01,38.62,43.85
2002-07-31,39.02,43.86
2002-07-30,37.93,42.29
2002-07-29,38.66,43.41
2002-07-26,36.53,41.67
2002-07-25,36.73,41.77
2002-07-24,35.94,41.15
2002-07-23,32.69,39.15
2002-07-22,32.26,40.3
2002-07-19,32.9,39.6
2002-07-18,36.62,42.09
2002-07-17,38.51,43.91
2002-07-16,36.81,44.24
2002-07-15,38.4,45.67
2002-07-12,38.26,44.83
2002-07-11,39.44,46.64
2002-07-10,40.54,48.04
2002-07-09,41.14,49.57
2002-07-08,44.39,50.31
2002-07-05,43.71,49.59
2002-07-03,43.15,49.72
2002-07-02,43.39,49.78
2002-07-01,44.55,49.49
2002-06-28,43.8,49.18
2002-06-27,44.17,49.26
2002-06-26,44.76,48.78
2002-06-25,44.56,48.7
2002-06-24,45.85,50.02
2002-06-21,45.98,49.18
2002-06-20,46.57,48.94
2002-06-19,47.15,48.37
2002-06-18,46.57,48.57
2002-06-17,47.02,48.52
2002-06-14,46.26,48.17
2002-06-13,46.56,47.86
2002-06-12,46.94,47.85
2002-06-11,46.27,47.25
2002-06-10,46.57,47.01
2002-06-07,46.62,47.29
2002-06-06,46.25,47.38
2002-06-05,47.29,48.47
2002-06-04,46.93,47.25
2002-06-03,46.35,47.28
2002-05-31,47.1,48.61
2002-05-30,46.15,47.59
2002-05-29,46.15,47.38
2002-05-28,46.12,47.81
2002-05-24,45.52,49.17
2002-05-23,46.38,49.6
2002-05-22,46.78,49.17
2002-05-21,46.27,48.53
2002-05-20,46.71,49.17
2002-05-17,47.25,49.87
2002-05-16,47.62,49.92
2002-05-15,47.3,49.6
2002-05-14,47.8,49.57
2002-05-13,47.63,49.78
2002-05-10,47.48,49.31
2002-05-09,47.17,49.44
2002-05-08,46.77,49.44
2002-05-07,46.97,49.57
2002-05-06,47.12,49.52
2002-05-03,47.57,49.75
2002-05-02,48.09,50.43
2002-05-01,47.95,50.42
2002-04-30,47.03,48.57
2002-04-29,47.4,47.81
2002-04-26,47.33,47.64
2002-04-25,47.53,48.11
2002-04-24,47.96,48.11
2002-04-23,47.3,47.7
2002-04-22,47.87,48.39
2002-04-19,48.13,48.05
2002-04-18,46.95,47.0
2002-04-17,47.04,47.18
2002-04-16,47.08,47.14
2002-04-15,46.41,45.84
2002-04-12,47.03,46.69
2002-04-11,46.99,46.5
2002-04-10,47.38,47.44
2002-04-09,46.6,46.68
2002-04-08,46.04,46.37
2002-04-05,45.86,45.66
2002-04-04,45.7,45.52
2002-04-03,45.28,45.27
2002-04-02,45.87,45.74
2002-04-01,46.6,45.76
2002-03-28,46.67,45.73
2002-03-27,46.26,45.75
2002-03-26,47.07,46.02
2002-03-25,46.47,45.28
2002-03-22,46.12,44.84
2002-03-21,45.68,44.1
2002-03-20,45.81,43.23
2002-03-19,46.43,43.05
2002-03-18,45.95,42.59
2002-03-15,46.1,42.56
2002-03-14,45.42,41.9
2002-03-13,44.92,41.96
2002-03-12,45.24,41.9
2002-03-11,44.85,41.46
2002-03-08,44.88,41.69
2002-03-07,44.84,40.91
2002-03-06,45.2,41.42
2002-03-05,45.53,41.48
2002-03-04,46.07,41.62
2002-03-01,46.31,42.18
2002-02-28,45.63,41.29
2002-02-27,45.74,41.37
2002-02-26,45.57,40.94
2002-02-25,45.75,41.28
2002-02-22,45.36,41.21
2002-02-21,44.71,40.08
2002-02-20,45.1,40.85
2002-02-19,44.7,40.33
2002-02-15,45.07,40.91
2002-02-14,44.64,40.94
2002-02-13,44.83,40.41
2002-02-12,44.29,40.18
2002-02-11,44.2,40.2
2002-02-08,43.88,39.95
2002-02-07,43.91,39.98
2002-02-06,44.36,40.52
2002-02-05,45.91,39.86
2002-02-04,45.45,38.93
2002-01-31,45.26,38.12
2002-01-30,43.97,38.21
2002-01-29,42.96,38.34
2002-01-28,43.94,39.39
2002-01-25,44.38,39.34
2002-01-24,44.82,38.53
2002-01-23,44.64,39.02
2002-01-22,44.65,39.99
2002-01-18,44.37,39.59
2002-01-17,43.92,39.25
2002-01-16,43.94,38.47
2002-01-15,43.93,38.64
2002-01-14,43.61,38.78
2002-01-11,43.78,39.47
2002-01-10,43.51,39.02
2002-01-09,43.02,38.83
2002-01-08,43.19,38.91
2002-01-07,43.44,39.4
2002-01-04,43.69,40.46
2002-01-03,44.08,40.82
2002-01-02,44.41,41.36
2001-12-31,43.99,41.08
2001-12-28,44.32,41.1
2001-12-27,44.63,41.77
2001-12-26,44.68,42.28
2001-12-24,44.5,42.15
2001-12-21,44.38,42.5
2001-12-20,44.36,41.62
2001-12-19,44.62,41.38
2001-12-18,42.81,40.52
2001-12-17,42.83,40.21
2001-12-14,42.91,40.3
2001-12-13,42.67,40.28
2001-12-12,42.55,40.06
2001-12-11,42.1,39.78
2001-12-10,42.45,39.76
2001-12-07,43.01,40.6
2001-12-06,42.9,40.46
2001-12-05,43.64,41.06
2001-12-04,43.66,40.56
2001-12-03,43.94,40.54
2001-11-30,43.81,40.92
2001-11-29,43.72,41.02
2001-11-28,43.65,40.74
2001-11-27,43.64,41.66
2001-11-26,44.13,41.94
2001-11-23,44.5,42.67
2001-11-21,44.44,42.33
2001-11-20,44.75,42.54
2001-11-19,44.97,42.94
2001-11-16,44.83,43.34
2001-11-15,45.24,43.4
2001-11-14,45.29,43.4
2001-11-13,44.54,43.1
2001-11-12,44.16,42.81
2001-11-09,44.32,42.73
2001-11-08,44.17,42.6
2001-11-07,44.02,42.88
2001-11-06,43.91,43.27
2001-11-05,43.79,42.8
2001-11-02,44.14,42.43
2001-11-01,43.68,42.18
2001-10-31,43.88,41.56
2001-10-30,43.92,41.81
2001-10-29,43.37,42.2
2001-10-26,43.87,42.66
2001-10-25,43.6,42.92
2001-10-24,43.46,42.34
2001-10-23,43.15,42.42
2001-10-22,42.97,42.52
2001-10-19,42.63,42.18
2001-10-18,42.83,40.04
2001-10-17,43.38,38.44
2001-10-16,43.17,38.66
2001-10-15,43.15,38.63
2001-10-12,43.04,38.89
2001-10-11,44.14,39.98
2001-10-10,44.94,40.06
2001-10-09,44.08,40.09
2001-10-08,43.8,40.06
2001-10-05,44.01,39.5
2001-10-04,43.83,39.2
2001-10-03,44.21,39.76
2001-10-02,44.46,40.08
2001-10-01,44.09,40.01
2001-09-28,43.69,40.67
2001-09-27,44.04,40.76
2001-09-26,43.39,40.7
2001-09-25,43.24,41.67
2001-09-24,42.7,41.69
2001-09-21,42.34,40.63
2001-09-20,43.92,41.97
2001-09-19,44.67,42.97
2001-09-18,44.59,42.94
2001-09-17,43.15,43.58
2001-09-10,42.25,43.36
2001-09-07,42.7,43.17
2001-09-06,42.43,42.98
2001-09-05,43.06,43.79
2001-09-04,42.48,42.97
2001-08-31,42.21,42.25
2001-08-30,42.46,42.35
2001-08-29,42.2,41.41
2001-08-28,41.86,41.56
2001-08-27,42.1,42.11
2001-08-24,42.3,42.72
2001-08-23,42.43,42.93
2001-08-22,42.15,41.88
2001-08-21,41.36,41.94
2001-08-20,41.77,42.14
2001-08-17,41.02,41.27
2001-08-16,41.27,41.42
2001-08-15,40.92,41.3
2001-08-14,40.91,39.97
2001-08-13,40.46,39.76
2001-08-10,41.01,39.65
2001-08-09,40.71,39.59
2001-08-08,40.08,39.5
2001-08-07,39.96,38.96
2001-08-06,39.51,38.73
2001-08-03,39.91,38.8
2001-08-02,39.92,38.12
2001-08-01,39.24,38.26
2001-07-31,41.88,38.72
2001-07-30,41.4,38.42
2001-07-27,41.01,38.88
2001-07-26,41.07,39.06
2001-07-25,41.13,39.05
2001-07-24,40.07,38.37
2001-07-23,40.46,38.61
2001-07-20,41.53,40.03
2001-07-19,41.73,40.54
2001-07-18,42.2,40.12
2001-07-17,41.45,40.91
2001-07-16,41.3,40.78
2001-07-13,40.81,39.94
2001-07-12,40.91,39.49
2001-07-11,40.49,39.51
2001-07-10,40.62,38.78
2001-07-09,40.62,39.25
2001-07-06,40.31,38.72
2001-07-05,40.39,39.27
2001-07-03,40.97,39.88
2001-07-02,40.58,39.58
2001-06-29,39.69,39.06
2001-06-28,40.94,39.37
2001-06-27,40.75,38.35
2001-06-26,40.26,38.15
2001-06-25,40.31,37.84
2001-06-22,40.7,37.2
2001-06-21,40.57,37.84
2001-06-20,39.57,38.13
2001-06-19,39.25,37.98
2001-06-18,38.94,38.0
2001-06-15,38.85,38.42
2001-06-14,39.32,39.08
2001-06-13,39.8,39.8
2001-06-12,39.71,39.7
2001-06-11,39.53,39.71
2001-06-08,39.96,39.78
2001-06-07,39.79,39.88
2001-06-06,40.05,40.42
2001-06-05,40.82,41.18
2001-06-04,40.21,41.13
2001-06-01,40.11,41.34
2001-05-31,40.07,40.99
2001-05-30,40.81,41.4
2001-05-29,40.21,41.8
2001-05-25,40.11,41.65
2001-05-24,40.26,42.45
2001-05-23,40.06,42.11
2001-05-22,39.37,41.33
2001-05-21,40.22,41.76
2001-05-18,40.27,41.59
2001-05-17,40.22,41.62
2001-05-16,40.52,41.7
2001-05-15,40.28,39.69
2001-05-14,41.31,39.78
2001-05-11,41.33,39.16
2001-05-10,41.6,39.44
2001-05-09,40.77,39.57
2001-05-08,40.28,40.27
2001-05-07,40.1,40.48
2001-05-04,40.0,40.49
2001-05-03,39.6,40.42
2001-05-02,39.67,41.13
2001-05-01,39.97,41.18
2001-04-30,39.09,39.94
2001-04-27,39.48,40.64
2001-04-26,40.19,40.55
2001-04-25,39.45,41.68
2001-04-24,38.63,40.98
2001-04-23,37.84,41.03
2001-04-20,36.94,40.64
2001-04-19,38.02,41.07
2001-04-18,37.65,40.42
2001-04-17,37.84,39.52
2001-04-16,37.78,39.26
2001-04-12,37.52,38.54
2001-04-11,37.05,38.16
2001-04-10,37.73,37.74
2001-04-09,37.15,37.96
2001-04-06,37.6,38.91
2001-04-05,39.48,39.17
2001-04-04,39.3,39.13
2001-04-03,38.57,38.62
2001-04-02,39.43,39.65
2001-03-30,39.34,39.05
2001-03-29,38.72,38.5
2001-03-28,38.57,39.73
2001-03-27,39.43,40.3
2001-03-26,39.21,38.82
2001-03-23,39.26,39.34
2001-03-22,38.14,39.53
2001-03-21,37.61,39.13
2001-03-20,37.26,41.01
2001-03-19,38.21,41.85
2001-03-16,38.49,42.07
2001-03-15,39.42,41.2
2001-03-14,39.63,41.22
2001-03-13,40.15,42.15
2001-03-12,40.78,43.16
2001-03-09,41.54,44.37
2001-03-08,41.99,44.28
2001-03-07,41.2,43.45
2001-03-06,40.88,42.91
2001-03-05,40.71,43.25
2001-03-02,40.03,45.28
2001-03-01,40.88,45.4
2001-02-28,41.13,45.69
2001-02-27,41.11,44.8
2001-02-26,41.3,45.21
2001-02-23,41.39,44.8
2001-02-22,41.54,45.65
2001-02-21,42.17,47.32
2001-02-20,43.29,50.38
2001-02-16,42.23,51.14
2001-02-15,41.81,50.29
2001-02-14,41.68,51.26
2001-02-13,42.08,51.66
2001-02-12,41.9,52.4
2001-02-09,41.23,51.81
2001-02-08,41.81,52.22
2001-02-07,41.94,51.69
2001-02-06,40.39,51.19
2001-02-05,40.13,51.0
2001-02-02,40.15,49.75
2001-02-01,38.97,49.49
2001-01-31,39.33,49.97
2001-01-30,39.73,49.89
2001-01-29,38.96,49.21
2001-01-26,39.32,49.92
2001-01-25,39.05,50.51
2001-01-24,38.15,50.02
2001-01-23,38.54,49.01
2001-01-22,39.1,47.98
2001-01-19,39.1,48.08
2001-01-18,40.16,49.22
2001-01-17,40.5,49.92
2001-01-16,41.0,49.11
2001-01-12,40.77,48.79
2001-01-11,41.11,49.44
2001-01-10,41.05,50.94
2001-01-09,41.72,51.16
2001-01-08,41.11,50.51
2001-01-05,40.44,49.7
2001-01-04,39.6,49.59
2001-01-03,41.5,51.05
2001-01-02,44.07,52.39
2000-12-29,44.23,52.5
2000-12-28,43.51,52.61
2000-12-27,43.62,52.18
2000-12-26,43.62,51.69
2000-12-22,43.4,50.73
2000-12-21,43.51,51.16
2000-12-20,43.62,48.46
2000-12-19,43.9,48.89
2000-12-18,44.01,47.28
2000-12-15,43.56,46.09
2000-12-14,44.4,49.11
2000-12-13,43.23,49.81
2000-12-12,42.28,49.97
2000-12-11,42.0,50.24
2000-12-08,42.34,52.45
2000-12-07,41.89,53.74
2000-12-06,40.44,52.45
2000-12-05,39.31,52.93
2000-12-04,38.98,54.06
2000-12-01,37.7,53.58
2000-11-30,40.37,53.96
2000-11-29,40.37,53.53
2000-11-28,40.15,51.93
2000-11-27,39.48,51.17
2000-11-24,39.59,50.69
2000-11-22,39.81,51.17
2000-11-21,41.37,47.47
2000-11-20,40.03,48.59
2000-11-17,39.09,52.79
2000-11-16,39.42,53.22
2000-11-15,41.42,52.67
2000-11-14,42.54,52.03
2000-11-13,42.87,52.46
2000-11-10,43.43,53.16
2000-11-09,43.59,53.53
2000-11-08,42.15,51.71
2000-11-07,41.92,51.6
2000-11-06,42.26,51.98
2000-11-03,40.76,50.96
2000-11-02,41.87,52.19
2000-11-01,42.7,52.3
2000-10-31,43.09,51.88
2000-10-30,43.7,51.45
2000-10-27,42.81,50.64
2000-10-26,41.81,50.42
2000-10-25,43.15,49.78
2000-10-24,41.04,48.22
2000-10-23,41.59,47.52
2000-10-20,41.42,47.09
2000-10-19,42.54,49.08
2000-10-18,42.65,49.99
2000-10-17,41.92,49.78
2000-10-16,41.48,50.37
2000-10-13,40.48,49.13
2000-10-12,42.59,49.19
2000-10-11,41.65,50.31
2000-10-10,42.15,49.99
2000-10-09,41.87,49.67
2000-10-06,41.26,50.21
2000-10-05,40.76,50.8
2000-10-04,40.15,49.19
2000-10-03,40.92,48.38
2000-10-02,42.15,48.97
2000-09-29,40.92,47.36
2000-09-28,40.26,47.63
2000-09-27,40.48,47.79
2000-09-26,39.53,47.2
2000-09-25,39.87,46.02
2000-09-22,40.37,45.43
2000-09-21,38.59,42.58
2000-09-20,37.03,43.17
2000-09-19,39.05,45.43
2000-09-18,39.14,45.65
2000-09-15,38.92,43.65
2000-09-14,39.26,43.82
2000-09-13,39.76,45.11
2000-09-12,39.03,45.82
2000-09-11,38.03,45.39
2000-09-08,37.87,46.73
2000-09-07,38.42,46.25
2000-09-06,37.31,46.51
2000-09-05,37.91,48.22
2000-09-01,37.52,46.46
2000-08-31,37.81,45.08
2000-08-30,37.19,46.46
2000-08-29,37.69,48.22
2000-08-28,38.41,48.82
2000-08-25,37.91,47.96
2000-08-24,38.57,49.62
2000-08-23,38.43,50.36
2000-08-22,38.35,49.67
2000-08-21,39.29,51.22
2000-08-18,38.91,51.65
2000-08-17,38.56,51.12
